origin,participant_id,age,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,Knowledge of software development techniques ,platform: Desktop,platform: Mobile,platform: Web (Back-end),platform: Web (Front-end),platform: WebAssembly,platform: Server / Infrastructure,platform: IoT / Embedded,platform: Classic AUTOSAR ECU,platform: Adaptive AUTOSAR ECU,platform: Consoles (Xbox / PlayStation / Nintendo etc.),platform: Not decided yet (research / proof of concept),platform: I don't develop anything,platform: Other,softwareType: Automotive Chassis,softwareType: Automotive Drive Train,"softwareType: Automated Driving, Driver Assistance",softwareType: Augmented Reality / Virtual Reality,softwareType: Business Intelligence / Data Science / Machine Learning,softwareType: Blockchain,softwareType: Database / Data Storage,softwareType: Education / Training,softwareType: Entertainment / Infotainment,softwareType: Fintech (Finance),softwareType: Games,softwareType: Hardware,softwareType: Home Automation,softwareType: IT Infrastructure,softwareType: Libraries / Frameworks,softwareType: Programming Tools,softwareType: Security,softwareType: System Software (e.g. OS driver),softwareType: Utilities (small apps for small tasks),softwareType: Websites,softwareType: Other,codeSize,teamSize,testLevel: Unit Tests,testLevel: Component Tests,testLevel: Integration Tests,testLevel: System Tests,testLevel: Software in the loop Tests (i),testLevel: Platform in the loop Tests,testLevel: Hardware in the loop Tests,testLevel: Other,testingPractices: Manual testing,testingPractices: Automated testing,testingPractices: Continuous Integration,testingPractices: Regression Testing,testingPractices: Fuzzing,testingPractices: Property based testing,testingPractices: Parameterized tests,testingPractices: Test generation,testingPractices: Other,frequency,severity,consequences: Rerun of failing tests without analyzing the failure,consequences: Rerun of passing tests assuming hidden bugs,consequences: Developer time gets wasted inspecting flaky failures,consequences: Computing power is spent rerunning flaky tests,consequences: Merging pull-requests is harder because this requires a passing test suite,consequences: Delayed releases,otherConsequences: otherConsequences1,otherConsequences: otherConsequences2,otherConsequences: otherConsequences3,rootCause: Making asynchronous calls without waiting for the result properly (thread.sleep),"rootCause: Race conditions, deadlocks or other concurrency related errors",rootCause: Prior test did not cleanup properly after running (i),rootCause: Another test that should run before your test and set up the environment was not executed (successfully) (i),rootCause: Could not acquire resources because of a resource leak (i),rootCause: Remote connection failure (i),rootCause: Local bad socket management,rootCause: Relying on the system time (i),rootCause: Accessing values that were already deleted by the garbage collector or relying on the garbage collector to have already cleaned up,rootCause: Using randomness without accounting for all possible values,rootCause: Rounding errors when using floating-point operations,rootCause: Assuming a specific order when iterating over unordered collections,rootCause: Asserting a too restrictive range (i),rootCause: Single test takes too long (Test case timeout),rootCause: All tests together take too long (Test suite timeout),"rootCause: Relying on a specific platform (e.g. 32/64 bit, Kernel version)",rootCause: The test infrastructure fails to provide a proper environment (e.g. installing dependencies),rootCause: Reading values from uninitialized variables,rootCause: Differences between compilers likeundefined behavior or compiler optimizations,"rootCause: Using random, non-seeded values for testing",rootCause: Unknown Cause,otherRootCauses: otherRootCause1,otherRootCauses: otherRootCause2,otherRootCauses: otherRootCause3,mitigationStrategies: Rerun failing tests,mitigationStrategies: Rerun test in different environment,mitigationStrategies: Shuffle test order,mitigationStrategies: Mark test as flaky (i),mitigationStrategies: Disable test case,mitigationStrategies: Automatically disable tests that show flaky behavior,mitigationStrategies: Automatically file bug report / issue,mitigationStrategies: Automatically detect flaky tests (i),mitigationStrategies: Automatically debug flaky failures (i),mitigationStrategies: Visualize Flakiness (i),mitigationStrategies: Quantify flakiness (i),mitigationStrategies: Encourage developers to fix their flaky tests through incentives or penalties,otherMitigations: otherMitigations1,otherMitigations: otherMitigations2,otherMitigations: otherMitigations3,wishes
global,10,34.0,South Africa,Ireland,Full-Time,Afrikaans,South Africa,Male,No,"UI design, UX",Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Very Often,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Developer time wasted trying figure out where to even start,,,Very Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Rarely,Sometimes,,,,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Rarely,Rarely,Rarely,,,,A tool that could potentially and accurately propose a fix/ solution.
global,11,48.0,Italy,Italy,Full-Time,Chinese,China,Male,No,"Shell scripting, Cloud computing, Web servers",Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,6 - 10,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Rarely,Very Often,Sometimes,Rarely,Never,,,,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Very Often,,,,Sometimes,Rarely,Sometimes,Never,Never,Never,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Never,,,,I don't know
global,12,23.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Database management, Web servers, Version control, Background processing",Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Very Often,Very Often,Rarely,Very Often,Rarely,,,,Very Often,Very Often,Very Often,Very Often,Never,Never,Never,Very Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very Often,Never,Never,Very Often,,,,Always,Never,Always,Never,Very Often,Never,Sometimes,Never,Never,Never,Never,Never,,,,A tool to visualize how tests fail and succeed over time 
global,13,27.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Unit testing, Responsive design, Web servers, Version control, Functional testing, Virtualisation, Debugging, Monitoring",Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A moderate problem,Sometimes,Very Often,Very Often,Very Often,Sometimes,Rarely,,,,Rarely,Sometimes,Very Often,Sometimes,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,,,,Very Often,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,,,,Lint tools to detect common mistakes that provoke flaky tests.
global,14,24.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Database management, Unit testing, Debugging, Version control, Cloud computing",Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,100k - 1M LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Never,A serious problem,Never,Never,Never,Never,Never,Never,,,,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,,,,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,,,,"For Java developers, there’s a Gradle plugin that will rerun our tests to see if they’re deterministic."
global,15,36.0,Israel,Israel,Full-Time,DATA EXPIRED,Israel,Male,No,Version control,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1k - 10k LOC,2 - 5,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Never,Not a problem,Never,Never,Never,Never,Never,Never,,,,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Never,Never,,,,Very Often,Very Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,"unfortunatley, testing isnt a big deasl by us"
global,16,31.0,Chile,Chile,Full-Time,Spanish,Chile,Male,No,"Cloud computing, Debugging, Web servers, Database management, UI design, Responsive design",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,10k - 100k LOC,2 - 5,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Sometimes,Sometimes,Very Often,Rarely,Very Often,Always,,,,Never,Never,Sometimes,Sometimes,Always,Very Often,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Not answered,,,,Very Often,Never,Very Often,Never,Never,Never,Always,Always,Always,Rarely,Rarely,Always,,,,
global,17,27.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Web servers, UX, UI design, Debugging, Database management, Responsive design",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A minor problem,Sometimes,Rarely,Very Often,Sometimes,Sometimes,Sometimes,,,,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,,,,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Never,Very Often,Very Often,Sometimes,,,,"A way to establish the exact same conditions every time, but not really sure how."
global,18,26.0,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No,"Debugging, Version control, Functional testing, Unit testing",Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,,,,Rarely,Very Often,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Very Often,Rarely,Never,Never,Rarely,,,,Very Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,,,,I think an extension for visual studio would be nice that detected or gave warnings when it encountered a possible flaky test
global,19,22.0,Poland,Poland,Full-Time,Polish,Poland,Male,Yes,"Database management, Web servers",Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,1k - 10k LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,A moderate problem,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,,,,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Very Often,,,,Very Often,Very Often,Sometimes,Very Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Very Often,Sometimes,Very Often,,,,
global,20,19.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Male,Yes,"Web servers, Database management, UI design, Responsive design, Virtualisation",Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,Just me,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Very Often,Very Often,Always,Always,Sometimes,,,,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Very Often,Very Often,,,,Always,Always,Always,Very Often,Very Often,Sometimes,Very Often,Very Often,Very Often,Sometimes,Sometimes,Always,,,,A more reliable and automated one.
global,21,31.0,Morocco,Belgium,Full-Time,Arabic,Morocco,Female,No,"Version control, Debugging, Functional testing, Unit testing, Shell scripting",Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A moderate problem,Very Often,Very Often,Always,Rarely,Very Often,Very Often,,,,Very Often,Very Often,Rarely,Always,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very Often,Rarely,Rarely,Never,Very Often,Very Often,Very Often,Rarely,Very Often,Very Often,Very Often,Not answered,,,,Very Often,Always,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Very Often,Very Often,Very Often,Very Often,,,,Some tools that help to make all the parameters fixed
global,22,25.0,Greece,Greece,Full-Time,Greek,Greece,Male,Yes,"Shell scripting, Debugging, Web servers, Version control",Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A moderate problem,Very Often,Rarely,Very Often,Always,Always,Sometimes,,,,Never,Sometimes,Very Often,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Rarely,,,,Always,Rarely,Rarely,Very Often,Never,Rarely,Sometimes,Never,Never,Very Often,Sometimes,Always,,,,i would like to have a tool that describes the rare condition that causes a test to fail 
global,23,37.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Debugging, UX, UI design, Responsive design, Version control",Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,100k - 1M LOC,2 - 5,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,,,,Sometimes,Very Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Not answered,,,,Very Often,Very Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,,,,
global,24,21.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Male,Yes,"Shell scripting, Cloud computing, Virtualisation, Version control, Debugging, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, UX",Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,1k - 10k LOC,2 - 5,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Rarely,Rarely,Very Often,Never,Never,Never,,,,Sometimes,Rarely,Never,Never,Never,Very Often,Very Often,Rarely,Very Often,Never,Sometimes,Very Often,Rarely,Never,Never,Sometimes,Very Often,Rarely,Sometimes,Sometimes,Sometimes,,,,Very Often,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,,,,None
global,25,39.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Web servers, Database management",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1M - 10M LOC,21 - 100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A moderate problem,Sometimes,Sometimes,Very Often,Rarely,Rarely,Very Often,,,,Sometimes,Sometimes,Very Often,Very Often,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Very Often,Sometimes,Rarely,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,,,,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Rarely,,,,
global,26,29.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,Yes,"Shell scripting, Version control, Unit testing, Background processing",Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,21 - 100,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,,,,Very Often,Sometimes,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,,,,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Never,Never,Rarely,,,,
global,27,25.0,India,Hungary,Full-Time,Urdu,India,Male,Yes,"UX, Database management, Unit testing, Search technologies, Monitoring, caching, Virtualisation",Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100k - 1M LOC,2 - 5,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Daily,A moderate problem,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not answered,,,,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,,,,
global,28,23.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,Yes,"Debugging, Unit testing, Web servers, Database management, UI design, Responsive design, UX, Version control, Functional testing",Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,100k - 1M LOC,11 - 20,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A serious problem,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,,,,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,,,,Sometimes,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Very Often,,,,Avoid flaky tests at all costs and ensure that all tests pass no matter what the environment is.
global,29,26.0,Pakistan,Hungary,Part-Time,Pashto,Pakistan,Male,Yes,"Monitoring, Search technologies, Database management",Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,Just me,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,A serious problem,Sometimes,Very Often,Very Often,Rarely,Very Often,Sometimes,,,,Sometimes,Rarely,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,"No broken window, In a nutshell, if you have a freshly painted building surrounded by other, well-maintained buildings, its facade will remain in a good state until the first window gets broken. After that, it will quickly acquire more broken windows, graffiti, and dirt. The trick for keeping a building in a good state is to prevent minor damage and to do small repairs as fast as possible"
global,30,28.0,Greece,Greece,Full-Time,Greek,Greece,Male,Yes,"Responsive design, Database management, Web servers, Debugging, Background processing, Cloud computing",Checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,1k - 10k LOC,Just me,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Very Often,Very Often,Always,Very Often,Sometimes,,,,Sometimes,Very Often,Always,Very Often,Sometimes,Rarely,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Very Often,Rarely,Very Often,Very Often,Very Often,Sometimes,Rarely,Rarely,Rarely,Not answered,,,,Very Often,Always,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Always,Always,Very Often,,,,Machine learning that detects and informs you.
global,31,25.0,Spain,Spain,Full-Time,Spanish,Spain,Male,Yes,"Shell scripting, Cloud computing, Debugging",Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Monthly,A moderate problem,Sometimes,Sometimes,Sometimes,Rarely,Very Often,Sometimes,,,,Rarely,Sometimes,Very Often,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,,,,Sometimes,Sometimes,Rarely,Very Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,,,,
